County,Hospital City,Hospital Name,Hospital Zipcode,lon,lat,Hospital Address,Hospital Geoapify Category,Hospital Place ID,Source Hospital Name,Hospital Phone,Hospital Website
Durham County,Durham,Duke University Hospital,27710,-78.93734788335824,36.007021300000005,"Duke University Hospital, 2301 Erwin Road, Durham, NC 27710, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",51dc8f4e7900bc53c059f6be126ce7004240f00102f9013e583b120000000092031844756b6520556e697665727369747920486f73706974616c,Duke University Hospital,+1 919 684 8111,https://www.dukehealth.org/hospitals/duke-university-hospital/home
Durham County,Durham,Duke Regional Hospital,27704,-78.8996543662317,36.03643695,"Duke Regional Hospital, 3643 West Rockway Street, Durham, NC 27704, United States of America","['healthcare', 'healthcare.hospital']",51acd953cc94b953c059104450a6b5044240f00102f901f635d71b0000000092031644756b6520526567696f6e616c20486f73706974616c,Duke Regional Hospital,+1 919 470 4000,https://www.dukehealth.org/hospitals/duke-regional-hospital/home
Durham County,Durham,Lenox Baker Children's Hospital,27705,-78.94981713981241,36.0052071,"Lenox Baker Children's Hospital, 3000 Erwin Road, Durham, NC 27705, United States of America","['healthcare', 'healthcare.clinic_or_praxis.paediatrics', 'healthcare.hospital']",51152f7bffc8bc53c059d64c38b2ab004240f00102f9017f3bd71b0000000092031f4c656e6f782042616b6572204368696c6472656e277320486f73706974616c,Lenox Baker Children's Hospital,+1 919 684 6669,https://www.dukehealth.org/locations/lenox-baker-childrens-hospital
Durham County,Durham,North Carolina Specialty Hospital,27704,-78.8968568108163,36.043054850000004,"North Carolina Specialty Hospital, 3916 Ben Franklin Boulevard, Durham, NC 27704, United States of America","['healthcare', 'healthcare.hospital']",512a5c2cb266b953c0591711afa284054240f00102f901164a4623000000009203214e6f727468204361726f6c696e61205370656369616c747920486f73706974616c,North Carolina Specialty Hospital,+1 919 956 9300,https://www.ncspecialty.com/
Durham County,Durham,Duke Medicine Pavillion,27710,-78.9372607691694,36.005989549999995,"Duke Medicine Pavillion, 10 Duke Medicine Circle, Durham, NC 27710, United States of America","['building', 'building.healthcare', 'healthcare.hospital']",51a77c67d7f6bb53c0597d9f869bc5004240f00101f90171403e000000000092031744756b65204d65646963696e6520506176696c6c696f6e,Duke Medicine Pavillion,+1 888 275 3853,https://www.dukehealth.org/locations/duke-medicine-pavilion
Durham County,Durham,Veritas Collaborative Eating Disorder Treatment Center,27705,-78.9423254,36.0099404,"Veritas Collaborative Eating Disorder Treatment Center, 615 Douglas Street, Durham, NC 27705, United States of America","['healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",512bcc310f4fbc53c05986e31dba45014240f00103f9018e58a585020000009203365665726974617320436f6c6c61626f72617469766520456174696e67204469736f726465722054726561746d656e742043656e746572,Veritas Collaborative Eating Disorder Treatment Center,+1 919 908 9730,https://veritascollaborative.com/locations/north-carolina/durham-nc-adult-eating-disorder-treatment-center
Durham County,Durham,"Veritas Collaborative, Llc",27703,-78.8409187,35.9182248,"Veritas Collaborative, Llc, 4024 Stirrup Creek Drive, Durham, NC 27703, United States of America","['healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",5112c6aa9cd1b553c059569ae66388f54140f00103f901e0f4a5850200000092031a5665726974617320436f6c6c61626f7261746976652c204c6c63,"Veritas Collaborative, Llc",+1 919 908 9730,
Durham County,Morrisville,Triangle Springs,27560,-78.8157883,35.9027533,"Triangle Springs, 10901 World Trade Boulevard, Morrisville, NC 27560, United States of America","['healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",51673d21e035b453c059f2568d6b8df34140f00103f9018639a68502000000920310547269616e676c6520537072696e6773,Triangle Springs,+1 919 746 8900,
Durham County,Durham,Duke Health Center at Southpoint,27713,-78.93526120075234,35.906822149999996,"Duke Health Center at Southpoint, 6301 Herndon Road, Durham, NC 27713, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",510fbdc60ddbbb53c059af14775a13f44140f00102f9010d5542090000000092032044756b65204865616c74682043656e74657220617420536f757468706f696e74,Duke Health Center at Southpoint,,
Edgecombe County,Tarboro,ECU Health Edgecombe Hospital,27886,-77.55575296871392,35.92106505,"ECU Health Edgecombe Hospital, 111 Hospital Drive, Tarboro, NC 27886, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",51660cae0b916353c0595cd0dbdae5f54140f00102f9019c01363c0000000092031d454355204865616c74682045646765636f6d626520486f73706974616c,ECU Health Edgecombe Hospital,+1 252 641 7700,https://www.vidanthealth.com/edgecombe/dynamic-detail.aspx?id=430
Edgecombe County,Tarboro,ECU Health Edgecombe Hospital,27886,-77.5557565884775,35.9212473,"ECU Health Edgecombe Hospital, Hospital Drive, Tarboro, NC 27886, United States of America","['healthcare', 'healthcare.hospital']",51ae54fc53916353c059bd25a57aedf54140f00102f9015845d61b0000000092031d454355204865616c74682045646765636f6d626520486f73706974616c,ECU Health Edgecombe Hospital,,
Forsyth County,Winston-Salem,Forsyth Medical Center,27103,-80.29643820485825,36.075337000000005,"Forsyth Medical Center, 3333 Bethesda Court, Winston-Salem, NC 27103, United States of America","['healthcare', 'healthcare.hospital']",51a7a15e3dfe1254c059d1596c11b1094240f00102f90195b1c81b00000000920316466f7273797468204d65646963616c2043656e746572,Forsyth Medical Center,+1 336 718 5000,https://www.novanthealth.org/forsyth-medical-center.aspx
Forsyth County,Winston-Salem,Wake Forest Baptist Medical Center,27157,-80.26771223216093,36.08983775,"Wake Forest Baptist Medical Center, 1 Medical Center Boulevard, Winston-Salem, NC 27157, United States of America","['healthcare', 'healthcare.hospital']",517220578c221154c05969ea41c97d0b4240f00102f901eadcc81b0000000092032257616b6520466f726573742042617074697374204d65646963616c2043656e746572,Wake Forest Baptist Medical Center,+1 336 716 2011,https://www.wakehealth.edu/
Forsyth County,Winston-Salem,Novant Health Medical Park Hospital,27103,-80.29607896243982,36.078975549999996,"Novant Health Medical Park Hospital, 1950 South Hawthorne Road, Winston-Salem, NC 27103, United States of America","['healthcare', 'healthcare.hospital']",5165a61658f11254c059af15b7f51a0a4240f00102f9012d494823000000009203234e6f76616e74204865616c7468204d65646963616c205061726b20486f73706974616c,Novant Health Medical Park Hospital,+1 336 718 0785,https://www.novanthealth.org/medical-park-hospital.aspx
Forsyth County,Clemmons,Novant Health Clemmons Medical Center,27012,-80.39807805797906,36.02832175,"Novant Health Clemmons Medical Center, 6915 Village Medical Circle, Clemmons, NC 27012, United States of America","['healthcare', 'healthcare.hospital', 'wheelchair', 'wheelchair.yes']",51c75a1ac7811954c05922bef6ada3034240f00102f901becbdc16000000009203254e6f76616e74204865616c746820436c656d6d6f6e73204d65646963616c2043656e746572,Novant Health Clemmons Medical Center,+1 336 893 1000,https://www.novanthealth.org/clemmons-medical-center.aspx
Forsyth County,Clemmons,Atrium Health Wake Forest Baptist Medical Plaza - Clemmons,27012,-80.38580358394003,36.04125435,"Atrium Health Wake Forest Baptist Medical Plaza - Clemmons, Synergy Way, Clemmons, NC 27012, United States of America","['healthcare', 'healthcare.hospital']",51643e8fa1ad1854c059614e17f03f054240f00102f9016c9afd350000000092033a41747269756d204865616c74682057616b6520466f726573742042617074697374204d65646963616c20506c617a61202d20436c656d6d6f6e73,Atrium Health Wake Forest Baptist Medical Plaza - Clemmons,+1 336 716 9253,https://www.wakehealth.edu/clemmons/
Forsyth County,Winston-Salem,Old Vineyard Behavioral Health Services,27104,-80.3185501,36.0783236,"Old Vineyard Behavioral Health Services, 3637 Old Vineyard Road, Winston-Salem, NC 27104, United States of America","['healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",51cc68f51f631454c05993b3f981060a4240f00103f90192437951000000009203274f6c642056696e6579617264204265686176696f72616c204865616c7468205365727669636573,Old Vineyard Behavioral Health Services,,https://oldvineyardbhs.com/
Forsyth County,Winston-Salem,Novant Health Rehabilitation Hospital,27103,-80.3269699,36.0511396,"Novant Health Rehabilitation Hospital, 2475 Hillcrest Center Circle, Winston-Salem, NC 27103, United States of America","['healthcare', 'healthcare.hospital']",51b0d12813ed1454c05954350ebe8b064240f00103f9015e39a685020000009203254e6f76616e74204865616c7468205265686162696c69746174696f6e20486f73706974616c,Novant Health Rehabilitation Hospital,+1 336 754 3500,https://www.encompasshealth.com/locations/novanthealthrehab
Forsyth County,Winston-Salem,Old Vineyard Behavioral Health,27104,-80.31865508178392,36.0781516,"Old Vineyard Behavioral Health, Old Vineyard Road, Winston-Salem, NC 27104, United States of America","['healthcare', 'healthcare.hospital']",51a1a47f20641454c05996e94f23050a4240f00102f901666d4d290000000092031e4f6c642056696e6579617264204265686176696f72616c204865616c7468,Old Vineyard Behavioral Health,,
Forsyth County,Clemmons,Atrium Health Wake Forest Baptist Outpatient Surgery,27012,-80.38471218238702,36.042259,"Atrium Health Wake Forest Baptist Outpatient Surgery, 6411 Kinnamon Court, Clemmons, NC 27012, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",51721204249f1854c059eaf67f2f6a054240f00102f9016b9afd350000000092033441747269756d204865616c74682057616b6520466f726573742042617074697374204f757470617469656e742053757267657279,Atrium Health Wake Forest Baptist Outpatient Surgery,,
Forsyth County,,Novant Health Kernersville Medical Center,27235,-80.04514878100693,36.09114205,"Novant Health Kernersville Medical Center, I 40, Forsyth County, NC 27235, United States of America","['healthcare', 'healthcare.hospital']",515e3442d0e00254c059cff2462da80b4240f00102f901e02e8c36000000009203294e6f76616e74204865616c7468204b65726e65727376696c6c65204d65646963616c2043656e746572,Novant Health Kernersville Medical Center,,
Gaston County,Gastonia,CaroMont Regional Medical Center,28054,-81.13954344086048,35.27215775,"CaroMont Regional Medical Center, 2525 Court Drive, Gastonia, NC 28054, United States of America","['healthcare', 'healthcare.hospital']",51a7d069aff14854c059453e9108cda24140f00102f901ecb1bf1b000000009203204361726f4d6f6e7420526567696f6e616c204d65646963616c2043656e746572,CaroMont Regional Medical Center,+1 704 834 2000,https://www.caromonthealth.org/
Gaston County,Mount Holly,CaroMont Regional Medical Center,28120,-81.01043556006559,35.2978896,"CaroMont Regional Medical Center, Wilson Street, Mount Holly, NC 28120, United States of America","['healthcare', 'healthcare.hospital']",51b118f9dfab4054c0590fa71d8523a64140f00102f9010e6b0824000000009203204361726f4d6f6e7420526567696f6e616c204d65646963616c2043656e746572,CaroMont Regional Medical Center,,
Gaston County,Mount Holly,No Name Given - Possible branch of main Hospital,28012,-81.03019985607486,35.264276550000005,"Beatty Drive, Mount Holly, NC 28012, United States of America","['healthcare', 'healthcare.hospital']",51d60c95c0e74154c059c5dc4981caa14140f00102f9018694233f00000000,,,
Graham County,Tulula,Tallulah Health Center,28771,-83.79965157101651,35.31572515,"Tallulah Health Center, Tallulah Road, Tulula, NC 28771, United States of America","['building', 'building.healthcare', 'healthcare.hospital']",510ff3115c2bf354c059008caa5969a84140f00101f901cc5f6c000000000092031654616c6c756c6168204865616c74682043656e746572,Tallulah Health Center,,
Granville County,Oxford,Granville Medical Center,27565,-78.5921504267308,36.3270928,"Granville Medical Center, 1010 College Street, Oxford, NC 27565, United States of America","['healthcare', 'healthcare.hospital']",51459c5945e9a553c059abec6454d0294240f00102f9010e78d61b000000009203184772616e76696c6c65204d65646963616c2043656e746572,Granville Medical Center,+1 919 690 3000,https://ghshospital.org/
Granville County,Butner,Murdoch Developmental Center,27509,-78.73791289978243,36.150226950000004,"Murdoch Developmental Center, 1600 East C Street, Butner, NC 27509, United States of America",['healthcare.hospital'],51b5446cf541af53c059f5ff540438134240f00102f9011b6409190000000092031c4d7572646f636820446576656c6f706d656e74616c2043656e746572,Murdoch Developmental Center,+1 919 575 1000,https://www.ncdhhs.gov/divisions/dsohf/murdoch-developmental-center-0
Granville County,Butner,Central Regional Hospital,27509,-78.77180955830025,36.1453551,"Central Regional Hospital, 300 Veazey Road, Butner, NC 27509, United States of America","['healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",51e9036ac263b153c05908dc235c9b124240f00102f901d602d71b0000000092031943656e7472616c20526567696f6e616c20486f73706974616c,Central Regional Hospital,+1 919 764 2000,https://www.ncdhhs.gov/divisions/dsohf/central-regional-hospital-0
Guilford County,Greensboro,Wesley Long Hospital,27403,-79.82645168495704,36.08305575,"Wesley Long Hospital, 501 North Elam Avenue, Greensboro, NC 27403, United States of America","['healthcare', 'healthcare.hospital']",51c73a4a41dff453c0594889e696a80a4240f00102f9013f5cc91b000000009203145765736c6579204c6f6e6720486f73706974616c,Wesley Long Hospital,+1 336 832 7000,https://www.conehealth.com/locations/wesley-long-hospital/
Guilford County,Greensboro,The Moses H. Cone Memorial Hospital,27401,-79.78629260736251,36.0914674,"The Moses H. Cone Memorial Hospital, 1200 North Elm Street, Greensboro, NC 27401, United States of America","['healthcare', 'healthcare.hospital']",51166b54fb4df253c05937654a3fc30b4240f00102f901a767c91b00000000920323546865204d6f73657320482e20436f6e65204d656d6f7269616c20486f73706974616c,The Moses H. Cone Memorial Hospital,+1 336 832 7000,https://www.conehealth.com/locations/moses-cone-hospital/
Guilford County,High Point,High Point Regional Hospital,27262,-80.0136497216516,35.9618482,"High Point Regional Hospital, 601 North Elm Street, High Point, NC 27262, United States of America","['healthcare', 'healthcare.hospital']",518dbf8e9ee10054c059d652333a25fb4140f00102f901a44cc91b0000000092031c4869676820506f696e7420526567696f6e616c20486f73706974616c,High Point Regional Hospital,+1 336 878 6000,https://www.highpointregional.com/
Guilford County,Greensboro,Kindred Hospital - Greensboro,27406,-79.770365,36.0492638,"Kindred Hospital - Greensboro, 2401 Bothwell Street, Greensboro, NC 27406, United States of America",['healthcare.hospital'],51ea3e00a94df153c0598961b4464e064240f00103f9011236a6850200000092031d4b696e6472656420486f73706974616c202d20477265656e73626f726f,Kindred Hospital - Greensboro,+1 336 271 2800,https://www.khgreensboro.com
Guilford County,Greensboro,Fellowship Hall,27415,-79.7283801,36.1480943,"Fellowship Hall, 5140 Dunstan Road, Greensboro, NC 27415, United States of America","['healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",51a92391c79dee53c0598b1307c1f4124240f00103f90117e3a5850200000092030f46656c6c6f77736869702048616c6c,Fellowship Hall,+1 336 621 3381,
Halifax County,Scotland Neck,Our Community Hospital,27874,-77.42944048383168,36.129321450000006,"Our Community Hospital, 921 Jr High School Road, Scotland Neck, NC 27874, United States of America",['healthcare.hospital'],51a516b6777b5b53c059271a26c586104240f00102f9010231d61b000000009203164f757220436f6d6d756e69747920486f73706974616c,Our Community Hospital,+1 252 826 4144,http://www.och-bltc.org/
Halifax County,Roanoke Rapids,Halifax Regional Medical Center,27870,-77.64626591830444,36.4324228,"Halifax Regional Medical Center, 250 Smith Church Road, Roanoke Rapids, NC 27870, United States of America","['healthcare', 'healthcare.hospital']",51c2ec71fe5b6953c059fd71f9c655374240f00102f901d41b8e200000000092031f48616c6966617820526567696f6e616c204d65646963616c2043656e746572,Halifax Regional Medical Center,+1 252 535 8011,https://halifaxregional.org/
Harnett County,Lillington,Central Harnett Hospital,27546,-78.80834750594447,35.42549305,"Central Harnett Hospital, 215 Brightwater Drive, Lillington, NC 27546, United States of America","['healthcare', 'healthcare.hospital']",5159a77edabeb353c059a6b43d8b72b64140f00102f901cd0f4b230000000092031843656e7472616c204861726e65747420486f73706974616c,Central Harnett Hospital,+1 910 892 1000,https://myharnetthealth.org/centralharnetthospital/
Harnett County,Dunn,Betsy Johnson Hospital,28334,-78.63507086598443,35.3073048,"Betsy Johnson Hospital, 800 Tilghman Drive, Dunn, NC 28334, United States of America","['healthcare', 'healthcare.hospital']",516a7aa4d7a3a853c059b6e1894549a74140f00102f901496e513a000000009203164265747379204a6f686e736f6e20486f73706974616c,Betsy Johnson Hospital,,https://myharnetthealth.org/about-hhs/betsy-johnson-hospital/
Harnett County,Erwin,"Good Hope Hospital, Inc",28339,-78.6698029,35.3273633,"Good Hope Hospital, Inc, 410 Denim Drive, Erwin, NC 28339, United States of America","['healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",510591fb0cdeaa53c0593402650ae7a94140f00103f9018439a68502000000920317476f6f6420486f706520486f73706974616c2c20496e63,"Good Hope Hospital, Inc",+1 910 230 4011,
Haywood County,Clyde,Haywood Regional Medical Center,28721,-82.9427378,35.5252312,"Haywood Regional Medical Center, 262 Leroy George Drive, Clyde, NC 28721, United States of America",['healthcare.hospital'],51feececd055bc54c059e7c1a4c63ac34140f00103f90110a05a4b0000000092031f486179776f6f6420526567696f6e616c204d65646963616c2043656e746572,Haywood Regional Medical Center,+1 828 456 7311,https://www.myhaywoodregional.com/
Henderson County,Hendersonville,Pardee Hospital,28791,-82.4677800390393,35.32049135,"Pardee Hospital, 800 North Justice Street, Hendersonville, NC 28791, United States of America","['healthcare', 'healthcare.hospital']",51f7647ad0f79d54c059bd2a213ef8a84140f00102f901f0ddb01b0000000092030f50617264656520486f73706974616c,Pardee Hospital,+1 828 696 1000,https://www.pardeehospital.org/
Henderson County,Hendersonville,Park Ridge Health,28792,-82.48792326964004,35.3897946,"Park Ridge Health, 100 Hospital Drive, Hendersonville, NC 28792, United States of America","['healthcare', 'healthcare.hospital']",5153cd09943a9f54c059e374cc54e3b14140f00102f901bf5db11b000000009203115061726b205269646765204865616c7468,Park Ridge Health,+1 828 684 8501,http://www.parkridgehealth.org/
Hertford County,Ahoskie,Vidant Roanoke-Chowan Hospital,27910,-76.9950591677973,36.28533865,"Vidant Roanoke-Chowan Hospital, 500 Myers Street, Ahoskie, NC 27910, United States of America",['healthcare.hospital'],5185627845ae3f53c0598293f3658c244240f00102f9014022d61b0000000092031e566964616e7420526f616e6f6b652d43686f77616e20486f73706974616c,Vidant Roanoke-Chowan Hospital,+1 252 209 3000,https://www.vidanthealth.com/roanokechowan/
Hoke County,Raeford,FirstHealth Moore Regional Hospital-Hoke Campus,28376,-79.15021750034947,35.02033965,"FirstHealth Moore Regional Hospital-Hoke Campus, 6408 Fayetteville Road, Raeford, NC 28376, United States of America","['healthcare', 'healthcare.hospital']",51168f274e99c953c0594668c519a5824140f00102f901475b74200000000092032f46697273744865616c7468204d6f6f726520526567696f6e616c20486f73706974616c2d486f6b652043616d707573,FirstHealth Moore Regional Hospital-Hoke Campus,+1 910 878 6000,https://www.firsthealth.org/directory/hospitals-and-service-locations/firsthealth-moore-regional-hospital-hoke-campus
Hoke County,Raeford,Cape Fear Valley Health Hoke Hospital,28376,-79.10741221370446,35.02993385,"Cape Fear Valley Health Hoke Hospital, 210 Medical Pavilion Drive, Raeford, NC 28376, United States of America","['healthcare', 'healthcare.hospital']",519b385d4bddc653c059a2490bc1c8834140f00102f901485b7420000000009203254361706520466561722056616c6c6579204865616c746820486f6b6520486f73706974616c,Cape Fear Valley Health Hoke Hospital,+1 910 904 8000,http://www.capefearvalley.com/hospitals/hoke.html
Hyde County,Lake Landing,Engelhard Medical Center,27824,-76.02382254323567,35.50811555,"Engelhard Medical Center, United States Highway 264, Lake Landing, NC 27824, United States of America","['healthcare', 'healthcare.hospital']",51f02d9645860153c059e15b928809c14140f00102f90110a56e3300000000920318456e67656c68617264204d65646963616c2043656e746572,Engelhard Medical Center,,
Iredell County,Statesville,Iredell Memorial Hospital,28677,-80.87873771865318,35.800373050000005,"Iredell Memorial Hospital, 557 Brookdale Drive, Statesville, NC 28677, United States of America","['healthcare', 'healthcare.hospital']",51f805e941393854c059ad72a78267e64140f00102f90103b97e170000000092031949726564656c6c204d656d6f7269616c20486f73706974616c,Iredell Memorial Hospital,+1 704 873 5661,https://www.iredellhealth.org/
Iredell County,Statesville,Davis Regional Medical Center,28625,-80.82917193769809,35.8191549,"Davis Regional Medical Center, 218 Old Mocksville Road, Statesville, NC 28625, United States of America",['healthcare.hospital'],51c040cccf113554c0590014ca05d0e84140f00102f901c24eb71b0000000092031d446176697320526567696f6e616c204d65646963616c2043656e746572,Davis Regional Medical Center,+1 704 873 0281,https://www.davisregional.com/
Iredell County,Mooresville,Lake Norman Regional Medical Center,28117,-80.85379414446592,35.5493162,"Lake Norman Regional Medical Center, 171 Fairview Road, Mooresville, NC 28117, United States of America",['healthcare.hospital'],51c16a85d9a53654c059daf69c6548c64140f00102f90112360d1a000000009203234c616b65204e6f726d616e20526567696f6e616c204d65646963616c2043656e746572,Lake Norman Regional Medical Center,+1 704 660 4000,https://www.lnrmc.com/
Jackson County,Sylva,Harris Regional Hospital,28779,-83.20260901520544,35.3854052,"Harris Regional Hospital, 68 Hospital Road, Sylva, NC 28779, United States of America","['healthcare', 'healthcare.hospital']",5128d6bec7facc54c059aad456115eb14140f00102f9010d35af1b0000000092031848617272697320526567696f6e616c20486f73706974616c,Harris Regional Hospital,+1 828 586 7000,https://www.myharrisregional.com/
Johnston County,Smithfield,Johnston Health,27577,-78.33349218220175,35.51500385,"Johnston Health, 409 North Brightleaf Boulevard, Smithfield, NC 27577, United States of America","['healthcare', 'healthcare.hospital']",5151a5878c5d9553c0592b2a3db1e4c14140f00102f901d7932d140000000092030f4a6f686e73746f6e204865616c7468,Johnston Health,+1 919 934 8171,https://johnstonhealth.org/
Johnston County,Clayton,Johnston UNC Health Care Clayton,27524,-78.5029938078651,35.630856449999996,"Johnston UNC Health Care Clayton, 2138 NC 42, Clayton, NC 27524, United States of America","['healthcare', 'healthcare.hospital']",51b2a172d833a053c0596ee0fd6abed04140f00102f90171cc240d000000009203204a6f686e73746f6e20554e43204865616c7468204361726520436c6179746f6e,Johnston UNC Health Care Clayton,+1 919 585 8000,https://johnstonhealth.org/locations/johnston-health-clayton/
Johnston County,Clayton,Horizon Family Medicine,27527,-78.4272753,35.6892564,"Horizon Family Medicine, 100 Cunningham Lane, Clayton, NC 27527, United States of America","['healthcare', 'healthcare.hospital']",51def87f7a589b53c059eda5bf8d39d84140f00103f90173beb28c01000000920317486f72697a6f6e2046616d696c79204d65646963696e65,Horizon Family Medicine,(919) 359-6016,
